id,topic,difficulty,concept,question,mediaType,mediaUrl,mediaSource,optionA,optionB,optionC,optionD,correctAnswer,explanation
fd-a-007,Focus & Depth of Field,Advanced,Focus,What is the focus puller's relationship to cinematography?,gif,https://asset.eyecannndy.com/media/clip/2024/02/19/261708340176.webp,"""Eyecandy - Supernatural""",They have completely separate roles,Focus puller is cinematographer's key collaborator in realizing visual intent through focus control,Focus puller is cinematographer's key supporter in realizing visual intent through focus control,The focus puller preceedes the cinematographer's work,B,"Focus puller is cinematographer's key collaborator translating visual intent into precise focus execution. They discuss which elements should be sharp when, how quickly focus shifts, and creative intent. Skilled focus pullers anticipate needs, suggest solutions, and execute flawlessly. The relationship requires trust, communication, and shared vision. Focus pulling is creative, not just technical."
fd-a-008,Focus & Depth of Field,Advanced,Depth of Field,What is compensating for format changes in DOF?,gif,https://asset.eyecannndy.com/media/clip/2024/03/21/261711005578.webp,"""Eyecandy - Charmander by Amine""",Adjusting aperture/focal length when changing formats to maintain equivalent DOF,Format matching different DOFs,It involves sensor cropping to account for DOF changes,This is impossible to do,A,Compensating for format changes requires adjusting aperture and focal length to maintain equivalent DOF and framing when changing sensor sizes. Full-frame f/2.8 50mm has different DOF than Super 35 f/2.8 50mm. Equivalency calculators help match looks across formats. Understanding format equivalency is crucial when using multiple camera systems or comparing tests.
fd-a-009,Focus & Depth of Field,Advanced,Depth of Field,How does diffraction affect DOF decisions?,image,https://www.azooptics.com/image-handler/ts/20190311075921/ri/950/src/images/Article_Images/ImageForArticle_9(1).jpg,"""Azo Optics - Ivanagott/shutterstock.com""",It increases sharpness in DOF,It only affects visible color in DOF,It has no effect on DOF,"Very narrow apertures cause diffraction reducing sharpness, limiting usable DOF range",D,"Diffraction at very narrow apertures (f/22 and beyond) causes light bending around aperture blades, reducing overall sharpness despite increased DOF. Eventually diffraction loss outweighs DOF gain. This limits how narrow cinematographers can stop down while maintaining image quality. Understanding diffraction limits helps optimize aperture choices balancing DOF and sharpness."
fd-a-010,Focus & Depth of Field,Advanced,Depth of Field,What is selective DOF in compositing?,image,https://cdn.mos.cms.futurecdn.net/9gDYVvDYHTAPxobwhYC6RA-1920-80.jpg,"""Marie Claire - Mr Queen""",It is a CGI technique,It is the creation of fake blur during post-production to match DOF,Green screen DOF configuration in post-production,Creating different DOF zones in post for elements shot separately,D,"Selective DOF in compositing creates different DOF zones for elements shot separately, maintaining proper depth cues when combining layers. Foreground might be sharp while background is blurred appropriately. Requires understanding DOF physics to create believable composite where focus relationships match spatial relationships. Poor DOF matching reveals composites immediately."
fd-a-011,Focus & Depth of Field,Advanced,Depth of Field,What is the MTF (Modulation Transfer Function) in lens testing?,gif,https://asset.eyecannndy.com/media/clip/2024/02/27/261709020190.webp,"""Eyecandy - The Cypher by Snipes x Nike""",Measurement of focus within a frame,Measurement of lens resolution and contrast performance across frame,Measurement of sharpness within a frame,Color accuracy in a frame,B,"MTF measures lens resolution and contrast performance across frame, showing sharpness falloff from center to edges at different spatial frequencies. MTF charts help cinematographers choose lenses based on technical performance. High MTF means sharper, higher contrast. Understanding MTF helps evaluate lens quality objectively beyond subjective impressions."
fd-a-012,Focus & Depth of Field,Advanced,Focus,How does wireless focus control work?,gif,https://wolfcrow.com/wp-content/uploads/2021/03/67-The-Gimbal-Movement.gif,"""Wolfcrow""",Wi-Fi control allowing remote focus pulling with motors and wi-fi transmitters,Bluetooth focus allowing remote focus pulling with motors and blluetooth transmitters,Electronic systems allowing remote focus pulling with motors and wireless transmitters,Radio signals allowing remote focus pulling with motors and radio transmitters,C,"Wireless focus control uses electronic motors on lens focus ring controlled by wireless transmitter, allowing remote focus pulling. Enables focus pulling on gimbals, drones, cranes, or anywhere operator can't reach follow focus. Requires calibration, suffers slight lag, but enables shots impossible with manual pulling. Modern cinematography increasingly uses wireless systems."
fd-a-013,Focus & Depth of Field,Advanced,Focus,What is longitudinal vs lateral chromatic aberration in focus?,image,https://exposuretherapy.ca/wp-content/uploads/2019/05/lateral-chromatic-aberration.jpg,"""Exposure Therapy""",They are the same thing,They are both unrelated to focus,Longitudinal causes focus shift between colors; lateral causes color fringing at edges,Both result in the appearance of colors that differ from what is shot,C,"Longitudinal chromatic aberration causes different wavelengths (colors) to focus at different distances, affecting perceived sharpness and creating color fringing. Lateral aberration causes color fringing at frame edges. Both affect apparent sharpness and color purity. High-end lenses correct both; cheaper lenses show visible aberration. Understanding aberrations helps evaluate lens quality."
fd-a-014,Focus & Depth of Field,Advanced,Focus,What is the focus puller's use of witness marks?,image,https://cdn.mos.cms.futurecdn.net/9gDYVvDYHTAPxobwhYC6RA-1920-80.jpg,"""Marie Claire - Mr Queen""",Legal documentation of witnesses on set,Physical marks on lens indicating distance markers,Physical marks on lens indicating focus measurements,Physical marks on lens indicating focus positions,D,"Witness marks are physical marks (tape, marks on lens) indicating focus positions for repeatable pulls. Focus puller marks start, middle, and end positions, then practices hitting marks smoothly. Enables consistent execution across multiple takes. Essential for complex rack focus or pulling to actors hitting marks. Professional focus pulling requires extensive marking and preparation."
fd-a-015,Focus & Depth of Field,Advanced,Focus,How does adaptive focus compensation work?,image,https://asset.eyecannndy.com/media/clip/2024/01/16/261705385850.webp,"""Eyecandy - Moonlight""",AI focusing,Automatically adjusting focus to compensate for camera movement or subject tracking,Smart focus,Auto focus,B,"Adaptive focus compensation automatically adjusts focus compensating for camera movement or subject tracking using sensors, software, or mechanical systems. Modern gimbal and stabilizer systems can include autofocus or tracking. However, most narrative work still uses manual pulling for creative control. Technology assists but doesn't replace skilled human focus pulling for cinematic work."
ms-b-001,Mise en Scene,Beginner,Definition,What does mise-en-scène mean?,gif,https://asset.eyecannndy.com/media/clip/2024/03/05/261709634792.webp,"""Eyecandy - Cowboy Bepop""",Camera movement technique to convey special meaning,Sound design selected for a scene,Everything placed in the scene/frame,Editing style used in post-production,C,"Mise-en-scène (French for 'placing on stage') encompasses everything visible in the frame: sets, props, costumes, lighting, actor placement and movement, and composition. It's the total visual design creating the world audiences see. Every element contributes to meaning, mood, and storytelling beyond dialogue and plot."
ms-b-002,Mise en Scene,Beginner,Application,What are the five elements of mise-en-scène?,image,https://m.media-amazon.com/images/M/MV5BMWY2YjliMjMtZTQzZC00NDA4LThlMWQtOGVjYTlkZTg4YzhmXkEyXkFqcGc@._V1_QL75_UX506_.jpg,"""IMDb - Wicked""","Camera, lens, film, sound, editing","Setting, costume, lighting, staging, composition","Script, actors, director, camera, editor","Story, character, theme, conflict, resolution",B,"The five key elements of mise-en-scène are: setting/sets (locations and built environments), costume and makeup (character appearance), lighting (illumination and shadow), staging/blocking (actor placement and movement), and composition (how elements arrange in frame). All work together creating unified visual design."
